Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Traffic Type,Geo-location Data,Severity Level,Action Taken
10.56.202.108,60.228.117.144,59386,55033,ICMP,108,DNS,"Panvel, Tripura",High,Logged
215.174.68.250,185.177.93.239,26453,49152,ICMP,89,DNS,"Ujjain, Himachal Pradesh",Medium,Logged
198.79.13.142,160.123.40.176,26452,51843,TCP,1215,DNS,"Hosur, Haryana",High,Blocked
186.189.56.32,66.103.236.230,28478,61168,ICMP,950,HTTP,"Karawal Nagar, Jharkhand",High,Blocked
91.185.19.232,27.220.60.122,55817,8472,UDP,1404,DNS,"Madanapalle, Chhattisgarh",High,Ignored
98.1.14.15,36.56.215.46,22770,46120,ICMP,643,HTTP,"Alappuzha, Karnataka",Low,Logged
115.241.238.56,90.106.65.199,22023,2925,TCP,244,FTP,"Bilaspur, Jharkhand",Low,Blocked
136.18.238.37,58.40.1.194,13158,58334,ICMP,844,DNS,"Saharanpur, Kerala",Medium,Blocked
105.27.78.52,212.227.190.181,38536,20660,ICMP,319,HTTP,"Sirsa, Rajasthan",Medium,Logged
202.123.14.194,191.11.155.87,37948,57639,TCP,202,DNS,"Gaya, Gujarat",Low,Blocked
77.2.240.23,10.192.139.99,37626,30518,TCP,329,HTTP,"Ramgarh, Punjab",Low,Ignored
74.213.89.110,134.7.181.60,53987,10765,TCP,827,FTP,"Buxar, Uttarakhand",Medium,Logged
142.162.50.210,12.82.242.179,51428,2662,TCP,896,DNS,"Amroha, Sikkim",High,Ignored
110.130.19.150,110.241.117.52,9245,24162,TCP,503,HTTP,"Bardhaman, Bihar",High,Ignored
196.246.166.119,217.246.7.103,21747,40420,UDP,941,HTTP,"Muzaffarnagar, Rajasthan",High,Logged
25.68.41.116,203.7.212.175,38932,20995,TCP,1303,FTP,"Udaipur, Haryana",High,Ignored
90.182.76.0,22.0.61.236,32528,26091,TCP,1366,DNS,"Haridwar, Mizoram",Low,Ignored
186.94.115.167,17.1.238.61,43959,54715,UDP,228,DNS,"Sasaram, Punjab",High,Logged
82.221.177.180,140.53.81.79,39505,40086,TCP,1440,HTTP,"Bangalore, Kerala",Medium,Blocked
166.90.166.78,121.79.44.121,1044,24887,UDP,281,FTP,"Narasaraopet, Odisha",Medium,Blocked
204.201.188.201,150.245.4.87,25148,60343,TCP,72,FTP,"Sikar, Tamil Nadu",Medium,Blocked
75.69.55.189,78.237.53.54,43552,58825,ICMP,895,FTP,"Uluberia, Sikkim",Medium,Ignored
211.13.231.129,169.25.38.135,59332,48082,TCP,813,HTTP,"Tadipatri, Nagaland",High,Logged
199.199.222.149,149.71.44.107,48828,35456,UDP,1182,HTTP,"Durg, Punjab",Low,Ignored
80.3.109.117,8.132.12.7,53204,13724,TCP,1265,DNS,"Giridih, Madhya Pradesh",Low,Ignored
156.227.6.186,90.118.8.181,59285,33387,ICMP,317,DNS,"Cuttack, Gujarat",High,Logged
32.76.82.252,204.165.149.210,34177,22332,TCP,1444,HTTP,"Gorakhpur, Mizoram",Low,Ignored
117.34.20.110,50.210.9.191,55227,62906,UDP,818,HTTP,"Bhalswa Jahangir Pur, Uttar Pradesh",Medium,Blocked
24.83.88.159,95.141.134.239,4762,33094,TCP,419,FTP,"Kottayam, Telangana",High,Blocked
19.44.65.236,20.112.199.81,49911,54868,UDP,461,HTTP,"Jammu, Meghalaya",High,Ignored
6.217.180.57,194.97.194.69,49099,16663,TCP,850,DNS,"Surat, Meghalaya",Medium,Ignored
71.62.191.178,8.204.233.28,13828,54190,TCP,1001,DNS,"Tinsukia, Punjab",Medium,Blocked
201.195.227.86,163.103.138.146,40774,40811,TCP,973,HTTP,"Nagaon, Gujarat",Medium,Ignored
184.177.22.68,122.173.152.124,54563,21466,UDP,1142,HTTP,"Dehri, West Bengal",Medium,Blocked
82.118.18.66,28.144.192.143,38587,26905,ICMP,294,DNS,"Lucknow, Odisha",High,Logged
2.159.106.65,141.184.77.156,34559,43377,UDP,1484,DNS,"Mango, Tamil Nadu",Medium,Logged
211.165.1.23,39.206.226.72,37135,8480,TCP,712,DNS,"Tiruvottiyur, Maharashtra",Low,Ignored
64.127.177.54,143.139.31.87,38765,58384,ICMP,621,HTTP,"Haridwar, Maharashtra",Medium,Logged
170.232.24.44,73.132.168.182,31656,5176,UDP,1444,DNS,"Bulandshahr, West Bengal",High,Blocked
103.210.93.233,162.21.30.130,26318,20384,ICMP,553,HTTP,"Morena, Punjab",High,Logged
213.215.229.164,192.57.61.163,20965,17289,ICMP,171,DNS,"Bidhannagar, Punjab",Low,Ignored
34.182.83.207,128.249.174.85,26552,38820,TCP,540,DNS,"Dharmavaram, Chhattisgarh",Low,Logged
30.111.0.198,59.119.187.47,4912,35628,ICMP,1201,HTTP,"Vellore, West Bengal",High,Logged
204.207.115.75,104.134.231.2,46595,38790,ICMP,748,FTP,"Barasat, Arunachal Pradesh",High,Logged
177.189.166.19,44.34.174.3,39697,6078,TCP,650,DNS,"Imphal, Arunachal Pradesh",High,Ignored
150.0.0.96,118.242.51.127,58144,33162,ICMP,880,HTTP,"Dhule, Maharashtra",Medium,Blocked
178.157.106.61,215.253.211.159,18330,12899,ICMP,1143,DNS,"Nagpur, Tripura",High,Ignored
168.196.168.74,99.64.241.224,2550,8333,ICMP,661,DNS,"Baranagar, Goa",Medium,Blocked
69.251.28.205,122.85.167.148,4552,59830,TCP,808,FTP,"Shimla, Tamil Nadu",High,Blocked
52.20.55.184,119.41.137.237,50104,20042,ICMP,488,FTP,"Orai, Chhattisgarh",Low,Logged
93.159.6.189,101.182.119.167,63209,11464,TCP,1304,HTTP,"Singrauli, Arunachal Pradesh",High,Logged
208.47.58.27,105.14.154.252,32582,32710,TCP,979,FTP,"Pondicherry, Uttar Pradesh",High,Blocked
109.1.117.169,70.37.63.165,1195,57038,TCP,667,DNS,"Rewa, Mizoram",Medium,Blocked
205.139.16.240,78.45.96.98,55092,47361,ICMP,988,DNS,"Saharsa, Karnataka",Low,Blocked
66.234.241.231,89.229.151.94,11166,35055,TCP,149,FTP,"Bokaro, Chhattisgarh",Low,Ignored
196.155.253.96,82.88.152.205,50329,18497,UDP,299,HTTP,"Jalandhar, Punjab",High,Ignored
142.154.189.35,100.6.249.209,58749,7240,TCP,245,DNS,"Kadapa, Karnataka",Medium,Blocked
109.146.196.33,35.51.7.60,3331,18205,UDP,174,HTTP,"Nangloi Jat, Bihar",High,Blocked
27.123.150.240,1.71.51.110,4100,64729,UDP,846,FTP,"Guwahati, Rajasthan",Medium,Blocked
53.207.211.176,186.66.111.42,65150,50183,UDP,436,FTP,"Chandigarh, Gujarat",Medium,Ignored
1.231.18.253,162.234.215.200,54194,3848,ICMP,864,FTP,"Burhanpur, Bihar",Low,Ignored
121.165.189.17,152.178.127.100,24401,46247,ICMP,942,DNS,"Mysore, Goa",Medium,Blocked
9.228.74.94,9.117.107.186,61602,33718,UDP,758,FTP,"Udaipur, Karnataka",Medium,Ignored
151.169.17.202,210.74.52.108,47884,40867,TCP,873,HTTP,"Latur, Tamil Nadu",High,Blocked
54.112.132.119,152.97.105.5,25785,33484,TCP,157,HTTP,"Eluru, Jharkhand",Medium,Blocked
62.237.241.70,45.226.129.217,64067,63819,TCP,1167,FTP,"Bally, Sikkim",Medium,Blocked
160.27.195.208,126.32.20.28,62434,59885,TCP,1020,DNS,"Chennai, Goa",Low,Blocked
1.154.101.111,89.125.225.155,42077,30391,ICMP,862,DNS,"Mathura, Madhya Pradesh",High,Blocked
83.88.135.80,48.46.176.48,28445,34575,UDP,414,DNS,"Gandhidham, Tripura",High,Ignored
93.13.211.157,40.146.125.110,61523,52738,UDP,109,DNS,"Bokaro, Chhattisgarh",Medium,Logged
97.93.173.34,138.231.179.187,32886,37288,UDP,883,FTP,"Medininagar, Andhra Pradesh",High,Logged
58.140.48.34,94.154.169.96,19499,5845,TCP,86,HTTP,"Udupi, West Bengal",Medium,Logged
145.222.141.138,76.248.191.21,59793,42923,ICMP,870,DNS,"Erode, Meghalaya",Low,Ignored
119.140.146.75,195.66.172.36,59683,16383,ICMP,174,FTP,"Bhusawal, Kerala",Low,Blocked
196.219.124.156,144.142.67.165,7115,28794,ICMP,1321,HTTP,"Khammam, Tripura",Medium,Blocked
75.254.255.179,193.211.240.151,21532,42337,ICMP,1441,FTP,"Amaravati, Tripura",High,Blocked
107.221.3.187,115.69.58.74,44736,2667,UDP,1103,FTP,"Karnal, Jharkhand",High,Blocked
102.121.88.210,115.114.12.2,7589,55462,ICMP,275,HTTP,"Medininagar, Himachal Pradesh",High,Logged
121.6.221.236,37.177.17.145,24995,13834,TCP,1034,HTTP,"Jaipur, Gujarat",High,Ignored
58.183.137.99,158.251.225.107,45018,24101,UDP,510,DNS,"Karnal, Arunachal Pradesh",Medium,Logged
215.36.121.71,86.209.92.105,53726,34939,TCP,156,DNS,"Jamshedpur, Sikkim",Medium,Ignored
214.115.203.232,169.168.244.39,54720,36752,ICMP,313,DNS,"Parbhani, Uttar Pradesh",Low,Ignored
86.59.144.180,56.88.248.95,52279,39205,ICMP,736,HTTP,"Kishanganj, Meghalaya",Medium,Ignored
128.169.91.101,98.22.39.217,45138,47311,TCP,578,FTP,"Aligarh, Rajasthan",Low,Blocked
64.252.149.175,45.210.94.149,32333,57055,TCP,686,DNS,"Gaya, Meghalaya",Medium,Logged
143.254.105.123,58.208.97.6,27811,19764,ICMP,1484,DNS,"Ambala, Nagaland",High,Blocked
218.178.120.23,65.255.85.227,33173,13022,UDP,1213,DNS,"Kakinada, Uttar Pradesh",Low,Logged
72.239.168.66,13.17.185.91,9437,41916,UDP,1066,HTTP,"Ajmer, Sikkim",Medium,Logged
160.217.80.188,106.82.191.109,4010,27610,UDP,129,DNS,"Anantapur, Meghalaya",Medium,Logged
158.9.99.191,115.102.25.230,23341,14988,ICMP,1065,DNS,"Gangtok, Tripura",Low,Ignored
154.35.150.189,88.212.176.153,52554,6630,UDP,563,FTP,"Panvel, Sikkim",High,Ignored
199.30.196.203,113.126.63.216,43791,2068,ICMP,1342,HTTP,"Naihati, West Bengal",High,Blocked
130.255.55.142,148.126.137.107,28746,9143,UDP,132,HTTP,"Ichalkaranji, Kerala",High,Ignored
98.151.184.211,125.158.57.25,47614,46413,ICMP,553,HTTP,"Tirunelveli, Nagaland",Low,Blocked
116.91.35.127,30.75.103.247,36724,62115,TCP,945,HTTP,"Raiganj, Sikkim",Low,Ignored
106.57.93.252,10.170.80.207,46541,39044,TCP,309,HTTP,"Ambarnath, Uttar Pradesh",Low,Logged
61.245.75.89,19.185.181.65,39326,5968,ICMP,580,FTP,"Panchkula, Himachal Pradesh",High,Ignored
182.166.119.132,217.50.30.245,52810,33503,UDP,1028,FTP,"Amravati, Chhattisgarh",High,Blocked
15.99.116.98,158.44.101.84,18089,34211,ICMP,860,DNS,"Bhagalpur, Maharashtra",High,Logged
61.103.176.80,209.165.232.101,17177,53501,UDP,840,DNS,"Aizawl, Meghalaya",High,Blocked
37.133.89.22,212.190.56.124,56148,58476,ICMP,889,HTTP,"Gandhidham, Assam",High,Blocked
202.222.144.22,108.76.180.130,22392,49933,TCP,1448,DNS,"Deoghar, Madhya Pradesh",High,Ignored
51.248.196.238,19.20.163.36,36729,21633,TCP,343,DNS,"Singrauli, Andhra Pradesh",Medium,Ignored
197.239.20.118,5.157.66.67,5997,47421,ICMP,765,DNS,"Ajmer, Meghalaya",Low,Ignored
208.73.97.42,78.168.57.101,58797,31202,UDP,1282,DNS,"Dindigul, Odisha",Medium,Logged
139.202.190.172,62.226.251.104,2165,10530,TCP,1092,DNS,"Faridabad, Sikkim",Medium,Logged
30.91.161.146,193.113.219.16,32393,65527,TCP,452,HTTP,"Kamarhati, Meghalaya",High,Ignored
119.80.59.176,211.117.166.9,57799,3619,UDP,686,DNS,"Bongaigaon, Mizoram",Low,Ignored
164.192.125.99,44.217.27.226,44665,50876,UDP,783,DNS,"Ranchi, Rajasthan",Low,Ignored
213.70.134.81,35.124.143.26,4932,22478,UDP,563,DNS,"Panipat, Punjab",Medium,Ignored
37.123.84.7,176.136.152.23,20128,57250,ICMP,376,HTTP,"Raurkela Industrial Township, Uttar Pradesh",Low,Logged
63.24.128.5,157.8.146.18,59833,62986,TCP,167,HTTP,"Bhavnagar, Nagaland",Low,Logged
172.59.27.204,79.3.69.220,31201,1785,TCP,508,HTTP,"Chittoor, Tamil Nadu",Low,Logged
39.62.252.250,37.246.189.14,28994,54172,ICMP,733,DNS,"Tadepalligudem, Mizoram",High,Logged
45.38.39.130,5.177.213.231,43670,20140,UDP,845,HTTP,"Lucknow, Chhattisgarh",Low,Blocked
12.87.191.66,19.85.65.182,32854,29129,TCP,159,DNS,"Pali, Chhattisgarh",Medium,Blocked
128.131.76.91,77.95.157.123,36847,59532,UDP,325,HTTP,"Pimpri-Chinchwad, Tamil Nadu",High,Ignored
113.226.37.145,25.4.147.173,40902,57147,TCP,978,HTTP,"Mehsana, Sikkim",High,Ignored
221.112.128.98,95.9.149.57,60171,46977,UDP,123,FTP,"Farrukhabad, Chhattisgarh",Medium,Ignored
161.5.93.51,220.133.15.110,3895,9820,ICMP,596,FTP,"Delhi, Jharkhand",High,Ignored
3.152.63.178,222.204.28.123,20293,56236,ICMP,944,FTP,"Gangtok, Himachal Pradesh",Low,Blocked
13.122.148.107,139.224.234.32,11489,42609,TCP,1276,DNS,"Mehsana, Assam",High,Ignored
80.160.66.2,92.16.227.185,37393,16083,ICMP,333,FTP,"Vasai-Virar, Bihar",Medium,Ignored
123.202.174.236,69.115.250.126,35958,4631,UDP,869,FTP,"Noida, Manipur",Medium,Blocked
148.11.187.193,47.32.183.35,7892,50144,UDP,753,DNS,"Vijayawada, Manipur",High,Ignored
159.85.107.252,134.228.209.87,13990,4230,UDP,787,DNS,"Bijapur, Manipur",Low,Logged
93.65.221.100,134.59.225.116,25165,37672,ICMP,543,DNS,"Yamunanagar, Bihar",High,Ignored
163.87.15.159,219.132.221.46,37369,9008,TCP,1010,FTP,"Gandhinagar, Karnataka",High,Logged
12.93.80.94,86.247.135.191,13301,11176,TCP,1216,DNS,"Dhanbad, Gujarat",Medium,Ignored
102.112.134.65,75.4.109.188,3992,19394,UDP,897,DNS,"Bikaner, Gujarat",Low,Ignored
79.220.186.123,165.226.249.39,57434,47133,ICMP,448,FTP,"Hindupur, Tripura",High,Blocked
181.40.210.21,115.209.166.104,56786,58371,ICMP,909,FTP,"Kanpur, Gujarat",High,Blocked
13.229.201.79,98.77.153.226,8239,42513,TCP,626,FTP,"Erode, Tripura",Low,Blocked
27.204.234.53,187.233.168.135,4643,15781,TCP,610,HTTP,"Davanagere, Gujarat",Low,Ignored
80.102.140.66,195.85.95.27,41852,59986,ICMP,176,HTTP,"Serampore, Haryana",Medium,Blocked
84.106.254.202,191.181.20.190,26040,1388,UDP,1229,HTTP,"Katni, Maharashtra",High,Ignored
82.129.194.200,111.116.57.178,24075,20409,ICMP,1471,DNS,"Hapur, Andhra Pradesh",High,Logged
198.216.219.188,118.112.45.155,54687,11568,UDP,357,DNS,"Shimoga, Sikkim",Medium,Blocked
132.73.84.122,117.189.4.255,25521,37513,UDP,90,DNS,"Jalna, Goa",High,Ignored
16.220.65.181,214.12.90.206,19242,27454,ICMP,831,FTP,"Satara, Chhattisgarh",Low,Ignored
5.202.42.251,161.216.127.3,21250,53077,TCP,1229,HTTP,"Chandigarh, Kerala",High,Logged
158.45.218.64,24.228.144.108,8979,61591,ICMP,1109,FTP,"Machilipatnam, Nagaland",High,Logged
89.226.32.47,74.106.38.1,58338,34027,TCP,499,HTTP,"Bhiwandi, Karnataka",Medium,Ignored
52.222.114.133,180.5.17.40,57396,19761,TCP,1278,FTP,"Baranagar, Karnataka",Medium,Blocked
89.124.28.234,156.112.4.71,11889,8816,TCP,216,HTTP,"Madurai, Tamil Nadu",High,Ignored
45.159.251.71,123.138.90.79,60150,34248,TCP,93,DNS,"Bharatpur, Odisha",Medium,Ignored
47.5.39.61,176.17.136.82,33158,46392,ICMP,674,FTP,"Srinagar, Himachal Pradesh",Medium,Ignored
168.207.199.31,140.13.190.58,12824,53410,TCP,1349,FTP,"Ulhasnagar, Gujarat",Medium,Blocked
68.232.186.154,151.207.91.221,27771,36264,TCP,65,DNS,"Ambala, Bihar",Low,Blocked
149.5.229.152,72.40.222.202,32825,61199,TCP,126,HTTP,"Navi Mumbai, Manipur",Medium,Logged
109.96.31.237,36.50.143.113,39670,6684,UDP,514,FTP,"Raurkela Industrial Township, Gujarat",High,Ignored
212.8.123.144,21.54.54.31,49962,22183,ICMP,88,DNS,"Anantapuram, Goa",Low,Ignored
145.187.122.155,192.204.122.147,63036,41488,TCP,1257,FTP,"Eluru, Sikkim",Low,Logged
184.151.127.30,13.9.228.191,7446,38340,TCP,1201,HTTP,"Panchkula, Chhattisgarh",Medium,Ignored
3.32.119.158,6.3.163.244,61585,15951,UDP,383,HTTP,"Kottayam, Manipur",Medium,Logged
61.161.142.61,218.134.10.126,61726,56799,UDP,301,HTTP,"Bhopal, Nagaland",Medium,Logged
46.95.27.98,39.53.122.131,28929,48952,ICMP,766,HTTP,"Darbhanga, Andhra Pradesh",Low,Ignored
188.176.134.96,108.206.51.111,31151,15149,TCP,490,HTTP,"Bathinda, Arunachal Pradesh",Low,Blocked
37.0.214.248,215.25.193.119,36326,36615,UDP,425,HTTP,"Bongaigaon, Gujarat",Low,Blocked
29.238.65.46,171.209.241.130,17387,28792,UDP,170,DNS,"Muzaffarnagar, Gujarat",High,Logged
195.57.193.23,207.161.155.215,56845,64340,ICMP,474,FTP,"Kirari Suleman Nagar, Goa",Medium,Ignored
13.59.46.212,117.198.244.64,53345,50961,ICMP,313,FTP,"Bahraich, Meghalaya",Low,Logged
189.226.141.93,100.132.207.37,59903,6665,ICMP,1103,HTTP,"Srinagar, Mizoram",High,Logged
84.190.81.84,17.190.157.21,8143,52949,UDP,261,DNS,"Danapur, Andhra Pradesh",High,Ignored
2.18.165.6,133.104.98.158,46348,32977,UDP,912,HTTP,"Sangli-Miraj & Kupwad, Bihar",High,Logged
4.245.79.120,137.8.173.184,12681,16733,ICMP,1403,HTTP,"Nagpur, Mizoram",High,Logged
129.103.92.254,207.245.152.24,12041,23000,ICMP,617,FTP,"Noida, Assam",Medium,Ignored
167.133.241.181,222.175.181.58,40149,64427,TCP,148,FTP,"Allahabad, Jharkhand",Low,Blocked
78.120.213.251,80.123.116.171,13283,43781,TCP,1227,DNS,"Jamshedpur, Uttar Pradesh",High,Ignored
157.169.78.52,192.104.200.194,52190,32905,ICMP,252,HTTP,"South Dumdum, Uttarakhand",Low,Ignored
58.113.215.194,169.36.170.33,32106,6598,UDP,1071,DNS,"Pali, Jharkhand",High,Logged
116.113.225.184,18.61.136.20,33538,11212,ICMP,1059,HTTP,"Patna, Maharashtra",Medium,Blocked
221.72.13.174,16.2.46.162,16975,30997,UDP,225,HTTP,"Srinagar, Meghalaya",Low,Ignored
130.78.247.13,184.187.186.103,61734,48135,TCP,1477,HTTP,"Ludhiana, Mizoram",High,Blocked
106.186.102.33,3.34.150.23,10853,34339,ICMP,1085,HTTP,"Jhansi, Tamil Nadu",Medium,Logged
140.36.206.4,46.249.16.193,7669,45882,UDP,1126,FTP,"Tirupati, Madhya Pradesh",High,Ignored
196.151.2.109,85.175.252.36,49762,31552,UDP,425,HTTP,"Shimoga, Maharashtra",Low,Ignored
130.248.89.57,92.82.209.174,37665,33573,TCP,659,HTTP,"Udupi, Kerala",High,Logged
18.246.175.224,107.151.169.207,38829,30938,ICMP,935,DNS,"Hyderabad, Bihar",High,Ignored
222.226.5.15,77.129.141.76,39124,33300,ICMP,1037,FTP,"Faridabad, Sikkim",Medium,Blocked
30.243.151.32,216.141.151.142,54047,15196,ICMP,1345,DNS,"Eluru, West Bengal",High,Logged
60.101.156.130,180.83.16.10,7970,53118,TCP,458,HTTP,"Vellore, Jharkhand",Low,Blocked
190.224.154.174,77.90.145.115,55668,18203,ICMP,1023,FTP,"Jamnagar, West Bengal",High,Blocked
49.68.186.211,147.118.12.96,33984,39695,TCP,1471,DNS,"Bangalore, Maharashtra",High,Logged
201.219.161.145,135.131.143.249,4007,61581,UDP,1120,DNS,"Rajkot, Uttar Pradesh",Medium,Blocked
202.41.21.134,217.150.14.140,31940,21342,UDP,931,DNS,"Raipur, Maharashtra",Low,Blocked
218.157.253.51,121.188.88.79,3442,50339,UDP,602,HTTP,"Etawah, Punjab",Medium,Blocked
14.158.192.159,195.248.112.140,46715,1637,TCP,1417,FTP,"New Delhi, Bihar",Medium,Logged
169.214.100.179,170.33.230.84,43602,65029,ICMP,1400,DNS,"Nagercoil, Manipur",High,Ignored
164.128.230.246,183.43.240.7,61814,19927,UDP,759,HTTP,"Meerut, Uttar Pradesh",Low,Logged
138.0.59.84,110.109.112.130,20689,3124,TCP,763,FTP,"Belgaum, Tamil Nadu",Medium,Blocked
110.57.93.130,167.79.230.204,24923,43507,ICMP,454,FTP,"Kota, Meghalaya",Low,Ignored
219.236.225.181,213.103.62.47,7792,59616,UDP,1458,HTTP,"Aurangabad, Meghalaya",High,Blocked
184.160.228.50,156.248.203.247,29059,62431,UDP,1083,HTTP,"Vijayanagaram, West Bengal",Medium,Ignored
105.253.44.37,125.66.177.195,14952,44619,TCP,217,DNS,"Ludhiana, Rajasthan",High,Blocked
9.137.163.86,4.107.139.144,13000,27644,UDP,1316,FTP,"Mira-Bhayandar, Himachal Pradesh",High,Logged
12.90.62.27,108.167.65.182,11675,13967,ICMP,654,HTTP,"Thane, Uttar Pradesh",Low,Logged
84.247.153.17,40.61.73.165,46791,19685,ICMP,1148,FTP,"Kochi, Meghalaya",Medium,Logged
153.189.158.96,196.216.55.160,32979,25391,ICMP,1335,HTTP,"Sambalpur, Goa",High,Logged
67.72.156.137,164.8.231.162,44373,41113,TCP,986,DNS,"Motihari, Manipur",Low,Logged
128.113.35.169,18.190.252.120,18694,21219,ICMP,142,HTTP,"Panvel, Chhattisgarh",Low,Blocked
67.114.148.226,162.169.130.35,17387,62841,ICMP,481,FTP,"Kharagpur, Goa",Medium,Logged
171.234.167.98,84.200.116.222,42203,19035,ICMP,854,FTP,"Arrah, Uttarakhand",Low,Ignored
57.24.107.98,48.133.199.124,31048,4164,ICMP,428,DNS,"Sri Ganganagar, Mizoram",Low,Logged
63.232.98.46,126.23.192.81,63017,52568,ICMP,154,FTP,"Gangtok, Punjab",High,Logged
220.170.179.203,215.235.130.86,39753,35106,TCP,718,FTP,"Hospet, Karnataka",High,Ignored
130.76.186.66,49.173.218.252,60834,56592,UDP,712,HTTP,"Eluru, Gujarat",High,Logged
3.29.152.232,223.218.177.175,46192,17599,ICMP,769,DNS,"Uluberia, Bihar",Medium,Logged
175.235.119.136,79.226.177.88,37507,64358,ICMP,1497,HTTP,"Aurangabad, Chhattisgarh",High,Ignored
69.65.49.133,152.84.91.141,23666,22422,UDP,1236,FTP,"Bhiwandi, Chhattisgarh",High,Ignored
197.231.203.185,56.166.145.196,32454,19014,TCP,653,FTP,"Pondicherry, Chhattisgarh",Low,Blocked
171.5.254.99,137.43.62.247,12790,20859,UDP,841,FTP,"Serampore, Tamil Nadu",Low,Logged
46.27.245.82,64.154.29.175,9849,43560,ICMP,1045,FTP,"Suryapet, Uttarakhand",Medium,Blocked
151.155.168.74,193.167.142.207,11646,46024,ICMP,515,FTP,"Tinsukia, Madhya Pradesh",High,Ignored
44.50.68.161,67.190.187.247,8957,10075,UDP,830,DNS,"Mathura, Haryana",High,Ignored
185.171.151.175,128.174.175.247,8622,54287,ICMP,180,FTP,"Bellary, Punjab",High,Logged
184.55.79.130,22.156.8.201,53994,41833,ICMP,473,FTP,"Loni, Andhra Pradesh",Low,Blocked
33.50.52.159,84.107.241.254,37999,16450,ICMP,1441,DNS,"Rewa, Meghalaya",Low,Logged
215.235.244.68,217.100.211.60,57920,45854,TCP,1167,HTTP,"Rajahmundry, Rajasthan",Low,Blocked
115.47.146.233,30.189.150.2,11346,59353,ICMP,1317,FTP,"Vijayanagaram, Meghalaya",Low,Logged
149.104.236.217,147.125.46.49,45480,32551,ICMP,1289,HTTP,"Tenali, Mizoram",Medium,Blocked
160.229.223.20,111.55.251.36,28500,8253,UDP,1135,HTTP,"Ghaziabad, Uttar Pradesh",Low,Blocked
155.218.126.43,160.3.128.56,39400,54262,TCP,944,FTP,"Panipat, Kerala",Low,Logged
88.52.199.166,22.190.173.131,57356,60014,ICMP,99,DNS,"Cuttack, Chhattisgarh",Low,Logged
120.115.52.14,108.205.25.185,63824,48587,TCP,281,FTP,"Karnal, Kerala",Low,Logged
38.228.254.47,163.76.223.204,63392,41750,TCP,638,DNS,"Pune, Andhra Pradesh",Low,Logged
33.23.3.111,99.237.245.249,59826,39342,UDP,785,DNS,"Kolhapur, Meghalaya",High,Logged
121.72.67.4,202.137.83.137,18512,33869,UDP,911,HTTP,"Motihari, Odisha",Medium,Ignored
169.60.101.80,215.201.164.191,14958,5253,UDP,226,DNS,"Kolhapur, Madhya Pradesh",High,Ignored
119.0.19.4,192.219.243.166,49642,59232,UDP,647,DNS,"Fatehpur, Punjab",Low,Logged
163.227.95.136,14.95.104.52,32402,8272,ICMP,555,FTP,"Bhubaneswar, West Bengal",High,Ignored
45.112.83.158,63.100.27.242,6548,44438,TCP,1489,DNS,"Surat, Rajasthan",Medium,Ignored
210.180.111.143,31.99.75.37,15573,40743,UDP,1103,DNS,"Hospet, Karnataka",Low,Ignored
171.172.167.15,122.77.16.133,24386,2256,UDP,166,HTTP,"Uluberia, Mizoram",Low,Blocked
124.3.206.95,67.65.220.249,61340,49830,ICMP,1157,HTTP,"Thrissur, Goa",Medium,Blocked
168.218.54.1,191.216.193.174,39139,10706,ICMP,217,FTP,"Hyderabad, Goa",Low,Blocked
28.204.248.132,141.159.147.233,15649,63356,ICMP,487,HTTP,"Mirzapur, Odisha",Medium,Logged
69.166.219.189,30.216.135.86,52564,44569,TCP,449,HTTP,"Agra, Maharashtra",Low,Logged
213.74.116.9,86.225.100.190,50561,37602,TCP,952,FTP,"Rajpur Sonarpur, Karnataka",Medium,Ignored
56.124.183.42,64.7.88.63,64869,37124,ICMP,927,HTTP,"Surendranagar Dudhrej, Tamil Nadu",High,Ignored
142.251.136.128,213.55.136.97,18086,38448,UDP,1301,FTP,"Machilipatnam, Kerala",High,Blocked
95.25.181.102,173.230.115.38,16277,52441,UDP,117,FTP,"Navi Mumbai, Meghalaya",Medium,Blocked
185.209.169.31,177.194.99.195,25152,35004,TCP,1230,FTP,"Srikakulam, Haryana",High,Ignored
218.150.59.128,84.96.115.131,7834,17201,UDP,877,FTP,"Maheshtala, Maharashtra",High,Ignored
195.5.84.206,41.241.182.100,40886,37658,ICMP,153,FTP,"Malegaon, Assam",Low,Ignored
135.223.113.219,25.25.86.241,27671,36256,UDP,638,DNS,"Gudivada, Jharkhand",Low,Blocked
79.144.162.204,183.81.84.167,19453,20585,ICMP,828,DNS,"Chandrapur, Mizoram",Low,Ignored
136.142.13.50,102.167.1.154,14996,40306,ICMP,289,FTP,"Hajipur, Tamil Nadu",Low,Blocked
15.92.9.60,149.73.3.248,34452,23079,ICMP,113,DNS,"Guntakal, Meghalaya",Medium,Blocked
55.89.62.93,83.126.216.83,51394,44730,UDP,705,FTP,"Malda, Goa",Low,Logged
81.52.27.82,164.92.75.135,1959,34479,ICMP,117,DNS,"Panipat, Goa",Medium,Ignored
115.238.154.255,158.24.132.193,54970,12965,TCP,1448,HTTP,"Bhavnagar, Tamil Nadu",Low,Ignored
62.90.63.252,121.19.39.122,20619,42770,UDP,464,FTP,"Hosur, Nagaland",Medium,Blocked
120.26.159.188,72.57.70.131,64301,30750,ICMP,1192,FTP,"Karnal, Uttarakhand",Low,Blocked
